,Text,Labelled_topic
575,This tea is truly from the highlands in Kenya and tastes great.  It is refreshing with a great flavor.  The packages was delivered on time and intact. We usually drink tea (with milk) in the evening and this tea adds to the relaxation after a long day.,5
598,"I tried couple of green tea but I like this green tea very much, great taste sweet smell will order more soon :)",5
599,"I saw this tea from my friend's room and asked for a couple. She has the Super Slimming tea and the Detox tea. I usually combine the two. It made me go to the bathroom more frequently than usual, but I feel much relieved like more refreshed. My pimples went away and my back acne is non-existent. The store in my area stopped selling this kind of brand, sucks! I have to purchased it on-line now.",5
604,"My daughter and I love the taste of Big Train Vanilla Chai, it isn't too spicy like other Chai's can be.",5
606,If you use the Dolce Gusto machine Amazon is the place to buy the coffee. You'll get the best price and super fast shipping. And if you setup a subscription for the coffee you'll even get a better price!,5
618,Lipton French Vanilla is hands down one of the most delicious black teas available - I am thankful I can continue to purchase it through Amazon since it is no longer available in stores.,5
619,"Took a while to arrive and the box was kind of dingy, but it was well worth the wait.  Nice kick for coffee, sugar free ice cream, and as flavored sweetener.",5
622,"First of all, the tea is gross. It tastes nothing like bubble milk tea. secondly, the seller must know this product is less than expected because they sell it in incriments of two (2.2lb) bags. NOW IM STUCK WITH TWO BAGS (4.4LBS) of this junk. I want my 30 bucks back.",5
629,"I like strong coffee, but I don't want it to taste burnt or have an acidic after taste. Caribou Coffee's Mahogany is full bodied with a nice balance of dark notes and acidity.  It's one of my ""go to"" coffees when my favorites like Coffee People's Wake Up Call are out of stock.",5
631,"I love chai and the price was right so I bought this thinking, ""how different could it be from the Celestial Seasonings spiced chai I bought recently?""  Big difference, this tea has no flavor.",5
635,"I absolutely love this cappuccino! I had my doubts, but they were proved wrong! I myself have a sweet tooth and I was worried that this product would taste too much like coffee and not enough like a cappuccino. But thankfully, I was worng and it had the right blend of both. I had 2 cups the first day I bought it! Shared it with my family, they loved it too!",5
636,"This is my wife's brand of choice for decent, not too expensive espresso.  It's hard to find in stores around here, so buying on Amazon is a really nice option, especially with Prime.",5
640,"The taste of Gloria Jean's Butter Toffee is so wonderful.  As soon as it begins to brew, you can smell it throughout the kitchen.  The taste is deep, rich, and sweet!",5
642,No where in the description does it mention that this is a flavored coffee.  By the name I thought it was a Jamaican Blue Mountain blend but its flavored with a weak tasting hazelnut.  Not very good,5
666,"I've loved this tea eversince Starbucks sold it in select stores. Now that they've stopped I needed to find it elsewhere. Please continue to sell Tazo Lotus Green Tea, as it is hard to find, and very much appreciated. Very quick and excellent shipping. Thanks again!",5
671,this is a really good thing to do if you drink coffee and use creamer. The price with subscrib & save saves you almost a 1.00 a container. try it you'll like it and its deliveried to you,5
676,"I have tried about 25 different K-Cup flavors, and this is my favorite.  It has a wonderful aroma, and just the right amount of Hazelnut.  Use the subscribe option, and this is a deal that can't be beat.",5
687,"Sometimes we have a problem ordering the k-cups because they are way too strong for us--even if you order medium blend.  This coffee was great--just right!  It was a smooth blend, and was perfect for a morning cup of coffee--or anytime!  Would definitely order again!",5
711,"I've read lots of other reviews deeming this tea as ""coffee tasting"" or with ""roasted flavors,"" but to be very truthful, it tastes just the way I could imagine second hand smoke would. It's very very strong, requires 15 minutes to steep, and is not for the faint hearted. I've heard wonderful reviews related to weight loss regarding this product, but I was not able to tolerate the taste long enough to actually see any weight loss benefits. Good luck to those who care to brave this ""roasted"" flavor.",5
712,"The coffee itself is great, but how can Amazon be charging $20.05 for a 24 count box when MSRP is $13.95 and you can find it at specialty shops for around $11.00?",5
